Scenario;Area;Year;Population
SSP2;Afghanistan;2020;38326
SSP2;Afghanistan;2025;44165.1
SSP2;Afghanistan;2030;50402.3
SSP2;Afghanistan;2035;56790.5
SSP2;Afghanistan;2040;63199.3
SSP2;Afghanistan;2045;69513.3
SSP2;Afghanistan;2050;75620.1
SSP2;Afghanistan;2055;81388
SSP2;Afghanistan;2060;86716.6
SSP2;Afghanistan;2065;91547.9
SSP2;Afghanistan;2070;95727.6
SSP2;Afghanistan;2075;99212.8
SSP2;Afghanistan;2080;101865.8
SSP2;Afghanistan;2085;103700.6
SSP2;Afghanistan;2090;104968.9
SSP2;Afghanistan;2095;105775.7
SSP2;Afghanistan;2100;106116.8
SSP2;Albania;2020;2872.1
SSP2;Albania;2025;2792.9
SSP2;Albania;2030;2715.3
SSP2;Albania;2035;2615.5
SSP2;Albania;2040;2503
SSP2;Albania;2045;2385.5
SSP2;Albania;2050;2267.9
SSP2;Albania;2055;2153
SSP2;Albania;2060;2042.3
SSP2;Albania;2065;1943.1
SSP2;Albania;2070;1854
SSP2;Albania;2075;1772.3
SSP2;Albania;2080;1695.6
SSP2;Albania;2085;1622.7
SSP2;Albania;2090;1552.9
SSP2;Albania;2095;1489.1
SSP2;Albania;2100;1434.3
SSP2;Algeria;2020;43091
SSP2;Algeria;2025;46733.6
SSP2;Algeria;2030;49867.7
SSP2;Algeria;2035;52621.9
SSP2;Algeria;2040;55228.1
SSP2;Algeria;2045;57747.1
SSP2;Algeria;2050;60088.8
SSP2;Algeria;2055;61957.6
SSP2;Algeria;2060;63274.3
SSP2;Algeria;2065;64075.2
SSP2;Algeria;2070;64568.8
SSP2;Algeria;2075;64933.2
SSP2;Algeria;2080;65246.5
SSP2;Algeria;2085;65495.4
SSP2;Algeria;2090;65605.3
SSP2;Algeria;2095;65532.9
SSP2;Algeria;2100;65216.8
SSP2;Angola;2020;32899
SSP2;Angola;2025;38359
SSP2;Angola;2030;44109
SSP2;Angola;2035;50164.7
SSP2;Angola;2040;56447.9
SSP2;Angola;2045;62758.7
SSP2;Angola;2050;68996.3
SSP2;Angola;2055;75030.3
SSP2;Angola;2060;80844.8
SSP2;Angola;2065;86255
SSP2;Angola;2070;91113.1
SSP2;Angola;2075;95404.5
SSP2;Angola;2080;98970.7
SSP2;Angola;2085;101727.4
SSP2;Angola;2090;103619.3
SSP2;Angola;2095;104908.8
SSP2;Angola;2100;105655.7
SSP2;Antigua and Barbuda;2020;92.4
SSP2;Antigua and Barbuda;2025;95.5
SSP2;Antigua and Barbuda;2030;98.1
SSP2;Antigua and Barbuda;2035;100.3
SSP2;Antigua and Barbuda;2040;102
SSP2;Antigua and Barbuda;2045;103.1
SSP2;Antigua and Barbuda;2050;103.7
SSP2;Antigua and Barbuda;2055;104
SSP2;Antigua and Barbuda;2060;104.1
SSP2;Antigua and Barbuda;2065;103.8
SSP2;Antigua and Barbuda;2070;103.2
SSP2;Antigua and Barbuda;2075;102.3
SSP2;Antigua and Barbuda;2080;101.1
SSP2;Antigua and Barbuda;2085;99.5
SSP2;Antigua and Barbuda;2090;97.5
SSP2;Antigua and Barbuda;2095;95.1
SSP2;Antigua and Barbuda;2100;92.5
SSP2;Argentina;2020;44908.4
SSP2;Argentina;2025;46046.2
SSP2;Argentina;2030;47225.8
SSP2;Argentina;2035;48320.1
SSP2;Argentina;2040;49298.7
SSP2;Argentina;2045;50120
SSP2;Argentina;2050;50764.3
SSP2;Argentina;2055;51224.5
SSP2;Argentina;2060;51456.3
SSP2;Argentina;2065;51493.5
SSP2;Argentina;2070;51364.5
SSP2;Argentina;2075;51083.1
SSP2;Argentina;2080;50655.9
SSP2;Argentina;2085;50092.9
SSP2;Argentina;2090;49413.4
SSP2;Argentina;2095;48637.9
SSP2;Argentina;2100;47798.2
SSP2;Armenia;2020;2812.5
SSP2;Armenia;2025;2762
SSP2;Armenia;2030;2718.9
SSP2;Armenia;2035;2665.5
SSP2;Armenia;2040;2611.7
SSP2;Armenia;2045;2561.1
SSP2;Armenia;2050;2511.3
SSP2;Armenia;2055;2461
SSP2;Armenia;2060;2410.3
SSP2;Armenia;2065;2364.2
SSP2;Armenia;2070;2321.9
SSP2;Armenia;2075;2281.9
SSP2;Armenia;2080;2243.1
SSP2;Armenia;2085;2206.4
SSP2;Armenia;2090;2175.4
SSP2;Armenia;2095;2152.3
SSP2;Armenia;2100;2135.2
SSP2;Aruba;2020;106.7
SSP2;Aruba;2025;108.8
SSP2;Aruba;2030;111.1
SSP2;Aruba;2035;113.3
SSP2;Aruba;2040;115.4
SSP2;Aruba;2045;117.4
SSP2;Aruba;2050;119.3
SSP2;Aruba;2055;121.1
SSP2;Aruba;2060;123.2
SSP2;Aruba;2065;125.2
SSP2;Aruba;2070;127
SSP2;Aruba;2075;128.5
SSP2;Aruba;2080;129.4
SSP2;Aruba;2085;129.9
SSP2;Aruba;2090;129.7
SSP2;Aruba;2095;128.9
SSP2;Aruba;2100;127.5
SSP2;Australia;2020;25544.2
SSP2;Australia;2025;26566.3
SSP2;Australia;2030;27552.5
SSP2;Australia;2035;28470.4
SSP2;Australia;2040;29339
SSP2;Australia;2045;30196.6
SSP2;Australia;2050;31068.8
SSP2;Australia;2055;31882.2
SSP2;Australia;2060;32636.7
SSP2;Australia;2065;33290.3
SSP2;Australia;2070;33855
SSP2;Australia;2075;34329.3
SSP2;Australia;2080;34697.3
SSP2;Australia;2085;34930.6
SSP2;Australia;2090;35026.8
SSP2;Australia;2095;35013.5
SSP2;Australia;2100;34921.5
SSP2;Austria;2020;8901.1
SSP2;Austria;2025;9044.8
SSP2;Austria;2030;9105.8
SSP2;Austria;2035;9151.7
SSP2;Austria;2040;9189.6
SSP2;Austria;2045;9230
SSP2;Austria;2050;9265.9
SSP2;Austria;2055;9280.7
SSP2;Austria;2060;9277.2
SSP2;Austria;2065;9256.7
SSP2;Austria;2070;9233.6
SSP2;Austria;2075;9203.6
SSP2;Austria;2080;9152.4
SSP2;Austria;2085;9072.7
SSP2;Austria;2090;8969.1
SSP2;Austria;2095;8850.1
SSP2;Austria;2100;8721.1
SSP2;Azerbaijan;2020;10273.5
SSP2;Azerbaijan;2025;10492.2
SSP2;Azerbaijan;2030;10728.6
SSP2;Azerbaijan;2035;10942.5
SSP2;Azerbaijan;2040;11101.5
SSP2;Azerbaijan;2045;11172
SSP2;Azerbaijan;2050;11165.3
SSP2;Azerbaijan;2055;11110.9
SSP2;Azerbaijan;2060;11032.8
SSP2;Azerbaijan;2065;10931.9
SSP2;Azerbaijan;2070;10801.3
SSP2;Azerbaijan;2075;10639.2
SSP2;Azerbaijan;2080;10450.9
SSP2;Azerbaijan;2085;10254.5
SSP2;Azerbaijan;2090;10059.1
SSP2;Azerbaijan;2095;9868.5
SSP2;Azerbaijan;2100;9673.5
SSP2;Bahamas;2020;405.8
SSP2;Bahamas;2025;415.5
SSP2;Bahamas;2030;425.3
SSP2;Bahamas;2035;433.9
SSP2;Bahamas;2040;440.4
SSP2;Bahamas;2045;444.8
SSP2;Bahamas;2050;447.2
SSP2;Bahamas;2055;447.9
SSP2;Bahamas;2060;447.2
SSP2;Bahamas;2065;445.3
SSP2;Bahamas;2070;442.4
SSP2;Bahamas;2075;438.4
SSP2;Bahamas;2080;433.3
SSP2;Bahamas;2085;426.8
SSP2;Bahamas;2090;419
SSP2;Bahamas;2095;410.3
SSP2;Bahamas;2100;400.9
SSP2;Bahrain;2020;1494
SSP2;Bahrain;2025;1624.1
SSP2;Bahrain;2030;1744.2
SSP2;Bahrain;2035;1856
SSP2;Bahrain;2040;1962.2
SSP2;Bahrain;2045;2061
SSP2;Bahrain;2050;2149
SSP2;Bahrain;2055;2220.7
SSP2;Bahrain;2060;2274.2
SSP2;Bahrain;2065;2302.5
SSP2;Bahrain;2070;2306.9
SSP2;Bahrain;2075;2290.4
SSP2;Bahrain;2080;2257.7
SSP2;Bahrain;2085;2215.6
SSP2;Bahrain;2090;2170.6
SSP2;Bahrain;2095;2124.6
SSP2;Bahrain;2100;2074
SSP2;Bangladesh;2020;166427
SSP2;Bangladesh;2025;175528
SSP2;Bangladesh;2030;183373.4
SSP2;Bangladesh;2035;189547.8
SSP2;Bangladesh;2040;194161.5
SSP2;Bangladesh;2045;197348.9
SSP2;Bangladesh;2050;199283.4
SSP2;Bangladesh;2055;200108.8
SSP2;Bangladesh;2060;199771.7
SSP2;Bangladesh;2065;198396.6
SSP2;Bangladesh;2070;196092.2
SSP2;Bangladesh;2075;193032.8
SSP2;Bangladesh;2080;189393.6
SSP2;Bangladesh;2085;185262.6
SSP2;Bangladesh;2090;180753.9
SSP2;Bangladesh;2095;176005.1
SSP2;Bangladesh;2100;171297.3
SSP2;Barbados;2020;280.4
SSP2;Barbados;2025;282.6
SSP2;Barbados;2030;284
SSP2;Barbados;2035;284.6
SSP2;Barbados;2040;283.9
SSP2;Barbados;2045;282.4
SSP2;Barbados;2050;280.2
SSP2;Barbados;2055;277.9
SSP2;Barbados;2060;275.9
SSP2;Barbados;2065;274
SSP2;Barbados;2070;272.1
SSP2;Barbados;2075;270.1
SSP2;Barbados;2080;268
SSP2;Barbados;2085;265.5
SSP2;Barbados;2090;262.8
SSP2;Barbados;2095;259.8
SSP2;Barbados;2100;256.3
SSP2;Belarus;2020;9661
SSP2;Belarus;2025;9393.6
SSP2;Belarus;2030;9216.8
SSP2;Belarus;2035;9048.7
SSP2;Belarus;2040;8899.9
SSP2;Belarus;2045;8772.2
SSP2;Belarus;2050;8651.7
SSP2;Belarus;2055;8522.4
SSP2;Belarus;2060;8386.8
SSP2;Belarus;2065;8246.5
SSP2;Belarus;2070;8107.9
SSP2;Belarus;2075;7972
SSP2;Belarus;2080;7836.7
SSP2;Belarus;2085;7702.5
SSP2;Belarus;2090;7570.7
SSP2;Belarus;2095;7437.8
SSP2;Belarus;2100;7293.7
SSP2;Belgium;2020;11541.3
SSP2;Belgium;2025;11693.1
SSP2;Belgium;2030;11812.4
SSP2;Belgium;2035;11938.7
SSP2;Belgium;2040;12073.3
SSP2;Belgium;2045;12209.3
SSP2;Belgium;2050;12342.7
SSP2;Belgium;2055;12444.5
SSP2;Belgium;2060;12529.4
SSP2;Belgium;2065;12600.8
SSP2;Belgium;2070;12667.8
SSP2;Belgium;2075;12728
SSP2;Belgium;2080;12766.7
SSP2;Belgium;2085;12771.9
SSP2;Belgium;2090;12742.3
SSP2;Belgium;2095;12686
SSP2;Belgium;2100;12607.8
SSP2;Belize;2020;392.4
SSP2;Belize;2025;423.8
SSP2;Belize;2030;454.7
SSP2;Belize;2035;482.4
SSP2;Belize;2040;506.6
SSP2;Belize;2045;528.2
SSP2;Belize;2050;547.6
SSP2;Belize;2055;564.7
SSP2;Belize;2060;579.5
SSP2;Belize;2065;591.2
SSP2;Belize;2070;599.9
SSP2;Belize;2075;605.2
SSP2;Belize;2080;607.6
SSP2;Belize;2085;607.4
SSP2;Belize;2090;605
SSP2;Belize;2095;600.6
SSP2;Belize;2100;594.6
SSP2;Benin;2020;12466.8
SSP2;Benin;2025;14282.4
SSP2;Benin;2030;16188.3
SSP2;Benin;2035;18149.7
SSP2;Benin;2040;20150.9
SSP2;Benin;2045;22150.9
SSP2;Benin;2050;24124.7
SSP2;Benin;2055;26018.3
SSP2;Benin;2060;27777.8
SSP2;Benin;2065;29437.4
SSP2;Benin;2070;30944
SSP2;Benin;2075;32302
SSP2;Benin;2080;33436.7
SSP2;Benin;2085;34368.7
SSP2;Benin;2090;35077.3
SSP2;Benin;2095;35614.2
SSP2;Benin;2100;36006.8
SSP2;Bhutan;2020;770
SSP2;Bhutan;2025;797.7
SSP2;Bhutan;2030;822.6
SSP2;Bhutan;2035;843.4
SSP2;Bhutan;2040;859
SSP2;Bhutan;2045;868.7
SSP2;Bhutan;2050;872.4
SSP2;Bhutan;2055;870.6
SSP2;Bhutan;2060;863.8
SSP2;Bhutan;2065;851.5
SSP2;Bhutan;2070;833.7
SSP2;Bhutan;2075;810.9
SSP2;Bhutan;2080;784.3
SSP2;Bhutan;2085;755.3
SSP2;Bhutan;2090;725.8
SSP2;Bhutan;2095;696.5
SSP2;Bhutan;2100;668
SSP2;Bolivia (Plurinational State of);2020;11862.3
SSP2;Bolivia (Plurinational State of);2025;12619.9
SSP2;Bolivia (Plurinational State of);2030;13441.9
SSP2;Bolivia (Plurinational State of);2035;14208.9
SSP2;Bolivia (Plurinational State of);2040;14887.1
SSP2;Bolivia (Plurinational State of);2045;15478.8
SSP2;Bolivia (Plurinational State of);2050;15959.8
SSP2;Bolivia (Plurinational State of);2055;16323.4
SSP2;Bolivia (Plurinational State of);2060;16587.2
SSP2;Bolivia (Plurinational State of);2065;16776.2
SSP2;Bolivia (Plurinational State of);2070;16895
SSP2;Bolivia (Plurinational State of);2075;16950.1
SSP2;Bolivia (Plurinational State of);2080;16929.8
SSP2;Bolivia (Plurinational State of);2085;16847.5
SSP2;Bolivia (Plurinational State of);2090;16713.3
SSP2;Bolivia (Plurinational State of);2095;16540.2
SSP2;Bolivia (Plurinational State of);2100;16335.5
SSP2;Bosnia and Herzegovina;2020;3341
SSP2;Bosnia and Herzegovina;2025;3180.8
SSP2;Bosnia and Herzegovina;2030;3062.9
SSP2;Bosnia and Herzegovina;2035;2936.9
SSP2;Bosnia and Herzegovina;2040;2806.3
SSP2;Bosnia and Herzegovina;2045;2676.2
SSP2;Bosnia and Herzegovina;2050;2551.1
SSP2;Bosnia and Herzegovina;2055;2433.5
SSP2;Bosnia and Herzegovina;2060;2323.6
SSP2;Bosnia and Herzegovina;2065;2223.7
SSP2;Bosnia and Herzegovina;2070;2132.2
SSP2;Bosnia and Herzegovina;2075;2047.5
SSP2;Bosnia and Herzegovina;2080;1970.1
SSP2;Bosnia and Herzegovina;2085;1899.6
SSP2;Bosnia and Herzegovina;2090;1835.8
SSP2;Bosnia and Herzegovina;2095;1777.4
SSP2;Bosnia and Herzegovina;2100;1722.5
SSP2;Botswana;2020;2523.5
SSP2;Botswana;2025;2733.3
SSP2;Botswana;2030;2932.2
SSP2;Botswana;2035;3114.9
SSP2;Botswana;2040;3276.8
SSP2;Botswana;2045;3415.2
SSP2;Botswana;2050;3521
SSP2;Botswana;2055;3592.9
SSP2;Botswana;2060;3638.6
SSP2;Botswana;2065;3661.3
SSP2;Botswana;2070;3663.5
SSP2;Botswana;2075;3648.3
SSP2;Botswana;2080;3613.6
SSP2;Botswana;2085;3563.9
SSP2;Botswana;2090;3497.4
SSP2;Botswana;2095;3419.3
SSP2;Botswana;2100;3331.4
SSP2;Brazil;2020;212564.9
SSP2;Brazil;2025;217561.9
SSP2;Brazil;2030;222220.7
SSP2;Brazil;2035;225602.9
SSP2;Brazil;2040;227643.8
SSP2;Brazil;2045;228382.2
SSP2;Brazil;2050;227813.4
SSP2;Brazil;2055;226154.1
SSP2;Brazil;2060;223527.5
SSP2;Brazil;2065;219986.8
SSP2;Brazil;2070;215662.4
SSP2;Brazil;2075;210670.6
SSP2;Brazil;2080;205115
SSP2;Brazil;2085;199310
SSP2;Brazil;2090;193427.1
SSP2;Brazil;2095;187625.7
SSP2;Brazil;2100;182011.2
SSP2;Brunei Darussalam;2020;439.9
SSP2;Brunei Darussalam;2025;461.3
SSP2;Brunei Darussalam;2030;480.2
SSP2;Brunei Darussalam;2035;496.6
SSP2;Brunei Darussalam;2040;510.8
SSP2;Brunei Darussalam;2045;522.8
SSP2;Brunei Darussalam;2050;532.4
SSP2;Brunei Darussalam;2055;539.3
SSP2;Brunei Darussalam;2060;543.9
SSP2;Brunei Darussalam;2065;545.8
SSP2;Brunei Darussalam;2070;545.8
SSP2;Brunei Darussalam;2075;544.6
SSP2;Brunei Darussalam;2080;542.4
SSP2;Brunei Darussalam;2085;539.5
SSP2;Brunei Darussalam;2090;536.1
SSP2;Brunei Darussalam;2095;532.3
SSP2;Brunei Darussalam;2100;527.8
SSP2;Bulgaria;2020;7020.2
SSP2;Bulgaria;2025;6678
SSP2;Bulgaria;2030;6423.9
SSP2;Bulgaria;2035;6182.9
SSP2;Bulgaria;2040;5957.1
SSP2;Bulgaria;2045;5747.9
SSP2;Bulgaria;2050;5558.1
SSP2;Bulgaria;2055;5380.6
SSP2;Bulgaria;2060;5209.7
SSP2;Bulgaria;2065;5042.8
SSP2;Bulgaria;2070;4881.8
SSP2;Bulgaria;2075;4729.4
SSP2;Bulgaria;2080;4592.7
SSP2;Bulgaria;2085;4473.9
SSP2;Bulgaria;2090;4373.1
SSP2;Bulgaria;2095;4284.5
SSP2;Bulgaria;2100;4196.3
SSP2;Burkina Faso;2020;21231.9
SSP2;Burkina Faso;2025;24190.4
SSP2;Burkina Faso;2030;27353.6
SSP2;Burkina Faso;2035;30679.9
SSP2;Burkina Faso;2040;34127
SSP2;Burkina Faso;2045;37596.5
SSP2;Burkina Faso;2050;40991.4
SSP2;Burkina Faso;2055;44182.6
SSP2;Burkina Faso;2060;47167.8
SSP2;Burkina Faso;2065;49968.8
SSP2;Burkina Faso;2070;52568.1
SSP2;Burkina Faso;2075;54937
SSP2;Burkina Faso;2080;56997.4
SSP2;Burkina Faso;2085;58685.7
SSP2;Burkina Faso;2090;60014.6
SSP2;Burkina Faso;2095;61079.6
SSP2;Burkina Faso;2100;61970
SSP2;Burundi;2020;12053.9
SSP2;Burundi;2025;13674.7
SSP2;Burundi;2030;15345.5
SSP2;Burundi;2035;17092.9
SSP2;Burundi;2040;18884.9
SSP2;Burundi;2045;20644.6
SSP2;Burundi;2050;22312.1
SSP2;Burundi;2055;23830.5
SSP2;Burundi;2060;25184.8
SSP2;Burundi;2065;26400.4
SSP2;Burundi;2070;27462
SSP2;Burundi;2075;28367.8
SSP2;Burundi;2080;29082.5
SSP2;Burundi;2085;29589.8
SSP2;Burundi;2090;29935.2
SSP2;Burundi;2095;30146.5
SSP2;Burundi;2100;30244
SSP2;Cambodia;2020;16296.3
SSP2;Cambodia;2025;17300.5
SSP2;Cambodia;2030;18197.9
SSP2;Cambodia;2035;18977.5
SSP2;Cambodia;2040;19616.7
SSP2;Cambodia;2045;20075.8
SSP2;Cambodia;2050;20392.7
SSP2;Cambodia;2055;20602.7
SSP2;Cambodia;2060;20720.4
SSP2;Cambodia;2065;20742.7
SSP2;Cambodia;2070;20651.1
SSP2;Cambodia;2075;20447.7
SSP2;Cambodia;2080;20158.9
SSP2;Cambodia;2085;19817.5
SSP2;Cambodia;2090;19436.1
SSP2;Cambodia;2095;19002.9
SSP2;Cambodia;2100;18518.9
SSP2;Cameroon;2020;26137.1
SSP2;Cameroon;2025;29624.6
SSP2;Cameroon;2030;33201
SSP2;Cameroon;2035;36782.3
SSP2;Cameroon;2040;40324.7
SSP2;Cameroon;2045;43795.7
SSP2;Cameroon;2050;47105.8
SSP2;Cameroon;2055;50198.6
SSP2;Cameroon;2060;52968.4
SSP2;Cameroon;2065;55414
SSP2;Cameroon;2070;57536.4
SSP2;Cameroon;2075;59190.1
SSP2;Cameroon;2080;60455.9
SSP2;Cameroon;2085;61305.9
SSP2;Cameroon;2090;61814.4
SSP2;Cameroon;2095;62043.7
SSP2;Cameroon;2100;62014.4
SSP2;Canada;2020;37758.2
SSP2;Canada;2025;38643.5
SSP2;Canada;2030;39443
SSP2;Canada;2035;40185.9
SSP2;Canada;2040;40862.9
SSP2;Canada;2045;41505
SSP2;Canada;2050;42171
SSP2;Canada;2055;42738.8
SSP2;Canada;2060;43273.9
SSP2;Canada;2065;43765.4
SSP2;Canada;2070;44224.2
SSP2;Canada;2075;44601.1
SSP2;Canada;2080;44846.4
SSP2;Canada;2085;44926.9
SSP2;Canada;2090;44839.7
SSP2;Canada;2095;44615.1
SSP2;Canada;2100;44290.5
SSP2;Cape Verde;2020;579.9
SSP2;Cape Verde;2025;608.1
SSP2;Cape Verde;2030;634.2
SSP2;Cape Verde;2035;655.4
SSP2;Cape Verde;2040;672.6
SSP2;Cape Verde;2045;685.3
SSP2;Cape Verde;2050;693.8
SSP2;Cape Verde;2055;698.1
SSP2;Cape Verde;2060;698.4
SSP2;Cape Verde;2065;695.8
SSP2;Cape Verde;2070;690.4
SSP2;Cape Verde;2075;682
SSP2;Cape Verde;2080;671.3
SSP2;Cape Verde;2085;658.6
SSP2;Cape Verde;2090;645
SSP2;Cape Verde;2095;631.8
SSP2;Cape Verde;2100;619.5
SSP2;Central African Republic;2020;5272
SSP2;Central African Republic;2025;6099.7
SSP2;Central African Republic;2030;7040.1
SSP2;Central African Republic;2035;8039.5
SSP2;Central African Republic;2040;9056.4
SSP2;Central African Republic;2045;10071.1
SSP2;Central African Republic;2050;11083.7
SSP2;Central African Republic;2055;12067.4
SSP2;Central African Republic;2060;13008.6
SSP2;Central African Republic;2065;13905.1
SSP2;Central African Republic;2070;14745.3
SSP2;Central African Republic;2075;15514.9
SSP2;Central African Republic;2080;16202.3
SSP2;Central African Republic;2085;16804.8
SSP2;Central African Republic;2090;17302.8
SSP2;Central African Republic;2095;17703.3
SSP2;Central African Republic;2100;18035.8
SSP2;Chad;2020;16379.2
SSP2;Chad;2025;19218.8
SSP2;Chad;2030;22315.2
SSP2;Chad;2035;25670.8
SSP2;Chad;2040;29235.3
SSP2;Chad;2045;32898.9
SSP2;Chad;2050;36610.2
SSP2;Chad;2055;40294.4
SSP2;Chad;2060;43867.6
SSP2;Chad;2065;47299.2
SSP2;Chad;2070;50526.2
SSP2;Chad;2075;53547.1
SSP2;Chad;2080;56244.6
SSP2;Chad;2085;58669.5
SSP2;Chad;2090;60693.8
SSP2;Chad;2095;62267.9
SSP2;Chad;2100;63409.6
SSP2;Chile;2020;19206.7
SSP2;Chile;2025;19581
SSP2;Chile;2030;19949.9
SSP2;Chile;2035;20227
SSP2;Chile;2040;20394.9
SSP2;Chile;2045;20457.8
SSP2;Chile;2050;20438.8
SSP2;Chile;2055;20329.9
SSP2;Chile;2060;20131.6
SSP2;Chile;2065;19854.6
SSP2;Chile;2070;19514.1
SSP2;Chile;2075;19111.5
SSP2;Chile;2080;18652.1
SSP2;Chile;2085;18140.8
SSP2;Chile;2090;17592.4
SSP2;Chile;2095;17030.7
SSP2;Chile;2100;16482.4
SSP2;China;2020;1423998
SSP2;China;2025;1426370.4
SSP2;China;2030;1416272.7
SSP2;China;2035;1398856
SSP2;China;2040;1375702.4
SSP2;China;2045;1345324.4
SSP2;China;2050;1306025.4
SSP2;China;2055;1257592.7
SSP2;China;2060;1203215.8
SSP2;China;2065;1146749.6
SSP2;China;2070;1091659
SSP2;China;2075;1038709.1
SSP2;China;2080;986647.1
SSP2;China;2085;935604.9
SSP2;China;2090;887408.7
SSP2;China;2095;842783.7
SSP2;China;2100;800215.8
SSP2;Colombia;2020;50617
SSP2;Colombia;2025;52418.8
SSP2;Colombia;2030;54193.5
SSP2;Colombia;2035;55597.1
SSP2;Colombia;2040;56625.1
SSP2;Colombia;2045;57273.5
SSP2;Colombia;2050;57593.3
SSP2;Colombia;2055;57636.1
SSP2;Colombia;2060;57435.9
SSP2;Colombia;2065;57018.6
SSP2;Colombia;2070;56394
SSP2;Colombia;2075;55572.2
SSP2;Colombia;2080;54532.8
SSP2;Colombia;2085;53348.1
SSP2;Colombia;2090;52086.9
SSP2;Colombia;2095;50818.4
SSP2;Colombia;2100;49607.4
SSP2;Comoros;2020;798.3
SSP2;Comoros;2025;880.9
SSP2;Comoros;2030;963.4
SSP2;Comoros;2035;1043.4
SSP2;Comoros;2040;1120.9
SSP2;Comoros;2045;1194.9
SSP2;Comoros;2050;1263.6
SSP2;Comoros;2055;1324.7
SSP2;Comoros;2060;1376
SSP2;Comoros;2065;1419.5
SSP2;Comoros;2070;1452.7
SSP2;Comoros;2075;1477.5
SSP2;Comoros;2080;1493.3
SSP2;Comoros;2085;1502.7
SSP2;Comoros;2090;1507.1
SSP2;Comoros;2095;1506.7
SSP2;Comoros;2100;1501.2
SSP2;Congo;2020;5635.3
SSP2;Congo;2025;6343.1
SSP2;Congo;2030;7073.2
SSP2;Congo;2035;7819.6
SSP2;Congo;2040;8560.9
SSP2;Congo;2045;9274.5
SSP2;Congo;2050;9950.9
SSP2;Congo;2055;10571.3
SSP2;Congo;2060;11124.5
SSP2;Congo;2065;11621.5
SSP2;Congo;2070;12045
SSP2;Congo;2075;12376.7
SSP2;Congo;2080;12622.1
SSP2;Congo;2085;12796.6
SSP2;Congo;2090;12905.5
SSP2;Congo;2095;12950.4
SSP2;Congo;2100;12934.6
SSP2;Costa Rica;2020;5105.4
SSP2;Costa Rica;2025;5256.7
SSP2;Costa Rica;2030;5409.1
SSP2;Costa Rica;2035;5537.7
SSP2;Costa Rica;2040;5639.5
SSP2;Costa Rica;2045;5711.7
SSP2;Costa Rica;2050;5751
SSP2;Costa Rica;2055;5761.9
SSP2;Costa Rica;2060;5749.1
SSP2;Costa Rica;2065;5714.7
SSP2;Costa Rica;2070;5659.4
SSP2;Costa Rica;2075;5579.8
SSP2;Costa Rica;2080;5476.2
SSP2;Costa Rica;2085;5351.7
SSP2;Costa Rica;2090;5214.4
SSP2;Costa Rica;2095;5071.5
SSP2;Costa Rica;2100;4927.8
SSP2;Cote d'Ivoire;2020;26477.6
SSP2;Cote d'Ivoire;2025;29761.6
SSP2;Cote d'Ivoire;2030;33078.7
SSP2;Cote d'Ivoire;2035;36366.5
SSP2;Cote d'Ivoire;2040;39544
SSP2;Cote d'Ivoire;2045;42554.6
SSP2;Cote d'Ivoire;2050;45332.6
SSP2;Cote d'Ivoire;2055;47861
SSP2;Cote d'Ivoire;2060;50080.7
SSP2;Cote d'Ivoire;2065;52020.5
SSP2;Cote d'Ivoire;2070;53670.9
SSP2;Cote d'Ivoire;2075;54986.1
SSP2;Cote d'Ivoire;2080;55948.6
SSP2;Cote d'Ivoire;2085;56671.3
SSP2;Cote d'Ivoire;2090;57207.7
SSP2;Cote d'Ivoire;2095;57565.2
SSP2;Cote d'Ivoire;2100;57730.7
SSP2;Croatia;2020;4114.6
SSP2;Croatia;2025;3980.4
SSP2;Croatia;2030;3847.9
SSP2;Croatia;2035;3722.5
SSP2;Croatia;2040;3603
SSP2;Croatia;2045;3491.4
SSP2;Croatia;2050;3389.2
SSP2;Croatia;2055;3296.1
SSP2;Croatia;2060;3211.8
SSP2;Croatia;2065;3134.6
SSP2;Croatia;2070;3062
SSP2;Croatia;2075;2991.9
SSP2;Croatia;2080;2924.2
SSP2;Croatia;2085;2859.7
SSP2;Croatia;2090;2798.4
SSP2;Croatia;2095;2738.7
SSP2;Croatia;2100;2678.8
SSP2;Cuba;2020;11309.2
SSP2;Cuba;2025;11210.6
SSP2;Cuba;2030;11143.2
SSP2;Cuba;2035;11033.6
SSP2;Cuba;2040;10885.1
SSP2;Cuba;2045;10693.6
SSP2;Cuba;2050;10466
SSP2;Cuba;2055;10199.3
SSP2;Cuba;2060;9909.9
SSP2;Cuba;2065;9617.7
SSP2;Cuba;2070;9347.8
SSP2;Cuba;2075;9103.4
SSP2;Cuba;2080;8880.8
SSP2;Cuba;2085;8659.3
SSP2;Cuba;2090;8439.5
SSP2;Cuba;2095;8222.7
SSP2;Cuba;2100;8021.9
SSP2;Curaçao;2020;188.6
SSP2;Curaçao;2025;194.9
SSP2;Curaçao;2030;201.3
SSP2;Curaçao;2035;207.3
SSP2;Curaçao;2040;212.8
SSP2;Curaçao;2045;218
SSP2;Curaçao;2050;223
SSP2;Curaçao;2055;228
SSP2;Curaçao;2060;233.1
SSP2;Curaçao;2065;237.4
SSP2;Curaçao;2070;240.6
SSP2;Curaçao;2075;242.5
SSP2;Curaçao;2080;242.7
SSP2;Curaçao;2085;241.3
SSP2;Curaçao;2090;238.4
SSP2;Curaçao;2095;234.3
SSP2;Curaçao;2100;229.1
SSP2;Cyprus;2020;1233.8
SSP2;Cyprus;2025;1284.7
SSP2;Cyprus;2030;1315.7
